Município; Estado; FPM; Ano; Mês;
Arapiraca; AL; 2.400.447,27; 2005; 10;
Atalaia; AL; 552.345,27; 2005; 10;
Barra de Santo Antônio; AL; 264.665,47; 2005; 10;
Barra de São Miguel; AL; 190.315,12; 2005; 10;
Batalha; AL; 317.191,81; 2005; 10;
Belém; AL; 190.315,12; 2005; 10;
Belo Monte; AL; 190.315,12; 2005; 10;
Boca da Mata; AL; 444.068,50; 2005; 10;
Branquinha; AL; 253.753,47; 2005; 10;
Cacimbinhas; AL; 189.868,73; 2005; 10;
Cajueiro; AL; 380.630,14; 2005; 10;
Campestre; AL; 190.315,12; 2005; 10;
Campo Alegre; AL; 570.945,25; 2005; 10;
Campo Grande; AL; 189.868,73; 2005; 10;
Canapi; AL; 322.201,43; 2005; 10;
Capela; AL; 380.630,14; 2005; 10;
Carneiros; AL; 190.315,12; 2005; 10;
Chã Preta; AL; 189.868,73; 2005; 10;
Coité do Nóia; AL; 253.753,47; 2005; 10;
Colônia Leopoldina; AL; 362.476,59; 2005; 10;
Coqueiro Seco; AL; 190.315,12; 2005; 10;
Coruripe; AL; 592.620,45; 2005; 10;
Craíbas; AL; 380.630,14; 2005; 10;
Delmiro Gouveia; AL; 535.084,49; 2005; 10;
Dois Riachos; AL; 253.753,47; 2005; 10;
Estrela de Alagoas; AL; 317.191,81; 2005; 10;
Feira Grande; AL; 362.476,59; 2005; 10;
Feliz Deserto; AL; 190.315,12; 2005; 10;
Flexeiras; AL; 264.665,47; 2005; 10;
Girau do Ponciano; AL; 420.012,56; 2005; 10;
Ibateguara; AL; 317.191,81; 2005; 10;
Igaci; AL; 420.012,56; 2005; 10;
Igreja Nova; AL; 362.476,59; 2005; 10;
Inhapi; AL; 380.630,14; 2005; 10;
Jacaré dos Homens; AL; 190.315,12; 2005; 10;
Jacuípe; AL; 189.868,73; 2005; 10;
Japaratinga; AL; 190.315,12; 2005; 10;
Jaramataia; AL; 189.868,73; 2005; 10;
Jequiá da Praia; AL; 253.753,09; 2005; 10;
Joaquim Gomes; AL; 362.476,59; 2005; 10;
Jundiá; AL; 207.129,53; 2005; 10;
Junqueiro; AL; 444.068,50; 2005; 10;
Lagoa da Canoa; AL; 380.630,14; 2005; 10;
Limoeiro de Anadia; AL; 444.068,50; 2005; 10;
Maceió; AL; 10.054.510,15; 2005; 10;
Major Izidoro; AL; 380.630,14; 2005; 10;
Mar Vermelho; AL; 190.315,12; 2005; 10;
Maragogi; AL; 444.068,50; 2005; 10;
Maravilha; AL; 317.191,81; 2005; 10;
Marechal Deodoro; AL; 570.945,25; 2005; 10;
Maribondo; AL; 304.940,63; 2005; 10;
Mata Grande; AL; 420.012,56; 2005; 10;
Matriz de Camaragibe; AL; 444.068,50; 2005; 10;
Messias; AL; 253.753,47; 2005; 10;
Minador do Negrão; AL; 189.868,73; 2005; 10;
Monteirópolis; AL; 190.315,12; 2005; 10;
Murici; AL; 379.737,39; 2005; 10;
Novo Lino; AL; 224.390,28; 2005; 10;
Olho D'Água das Flores; AL; 380.630,14; 2005; 10;
Olho D'Água do Casado; AL; 190.315,12; 2005; 10;
Olho D'Água Grande; AL; 190.315,12; 2005; 10;
Olivença; AL; 253.753,47; 2005; 10;
Ouro Branco; AL; 253.753,47; 2005; 10;
Palestina; AL; 190.315,12; 2005; 10;
Palmeira dos Índios; AL; 724.953,16; 2005; 10;
Pão de Açúcar; AL; 444.068,50; 2005; 10;
Pariconha; AL; 253.753,47; 2005; 10;
Paripueira; AL; 190.315,12; 2005; 10;
Passo de Camaragibe; AL; 264.665,47; 2005; 10;
Paulo Jacinto; AL; 189.868,73; 2005; 10;
Penedo; AL; 697.821,94; 2005; 10;
Piaçabuçu; AL; 304.940,63; 2005; 10;
Pilar; AL; 507.506,87; 2005; 10;
Pindoba; AL; 190.315,12; 2005; 10;
Piranhas; AL; 380.630,14; 2005; 10;
Poço das Trincheiras; AL; 317.191,81; 2005; 10;
Porto Calvo; AL; 444.068,50; 2005; 10;
Porto de Pedras; AL; 253.753,47; 2005; 10;
Porto Real do Colégio; AL; 380.630,14; 2005; 10;
Quebrangulo; AL; 247.404,69; 2005; 10;
Rio Largo; AL; 761.260,30; 2005; 10;
Roteiro; AL; 190.315,12; 2005; 10;
Santa Luzia do Norte; AL; 190.315,12; 2005; 10;
Santana do Ipanema; AL; 634.383,59; 2005; 10;
Santana do Mundaú; AL; 247.404,69; 2005; 10;
São Brás; AL; 190.315,12; 2005; 10;
São José da Laje; AL; 362.476,59; 2005; 10;
São José da Tapera; AL; 420.012,56; 2005; 10;
São Luís do Quitunde; AL; 437.273,36; 2005; 10;
São Miguel dos Campos; AL; 569.606,05; 2005; 10;
São Miguel dos Milagres; AL; 189.868,73; 2005; 10;
São Sebastião; AL; 507.506,87; 2005; 10;
Satuba; AL; 317.191,81; 2005; 10;
Senador Rui Palmeira; AL; 253.753,47; 2005; 10;
Tanque D'Arca; AL; 190.315,12; 2005; 10;
Taquarana; AL; 380.630,14; 2005; 10;
Teotônio Vilela; AL; 570.945,25; 2005; 10;
Traipu; AL; 444.068,50; 2005; 10;
União dos Palmares; AL; 650.156,42; 2005; 10;
Viçosa; AL; 420.012,56; 2005; 10;
Água Branca; AL; 459.034,79; 2005; 11;
Anadia; AL; 460.114,01; 2005; 11;
Arapiraca; AL; 2.901.712,98; 2005; 11;
Atalaia; AL; 667.686,95; 2005; 11;
Barra de Santo Antônio; AL; 319.933,36; 2005; 11;
Barra de São Miguel; AL; 230.057,03; 2005; 11;
Batalha; AL; 383.428,34; 2005; 11;
Belém; AL; 230.057,03; 2005; 11;
Belo Monte; AL; 230.057,03; 2005; 11;
Boca da Mata; AL; 536.799,65; 2005; 11;
Branquinha; AL; 306.742,69; 2005; 11;
Cacimbinhas; AL; 229.517,42; 2005; 11;
Cajueiro; AL; 460.114,01; 2005; 11;
Campestre; AL; 230.057,03; 2005; 11;
Campo Alegre; AL; 690.170,98; 2005; 11;
Campo Grande; AL; 229.517,42; 2005; 11;
Canapi; AL; 389.484,08; 2005; 11;
Capela; AL; 460.114,01; 2005; 11;
Carneiros; AL; 230.057,03; 2005; 11;
Chã Preta; AL; 229.517,42; 2005; 11;
Coité do Nóia; AL; 306.742,69; 2005; 11;
Colônia Leopoldina; AL; 438.169,57; 2005; 11;
Coqueiro Seco; AL; 230.057,03; 2005; 11;
Coruripe; AL; 716.372,45; 2005; 11;
Craíbas; AL; 460.114,01; 2005; 11;
Delmiro Gouveia; AL; 646.821,74; 2005; 11;
Dois Riachos; AL; 306.742,69; 2005; 11;
Estrela de Alagoas; AL; 383.428,34; 2005; 11;
Feira Grande; AL; 438.169,57; 2005; 11;
Feliz Deserto; AL; 230.057,03; 2005; 11;
Flexeiras; AL; 319.933,36; 2005; 11;
Girau do Ponciano; AL; 507.720,32; 2005; 11;
Ibateguara; AL; 383.428,34; 2005; 11;
Igaci; AL; 507.720,32; 2005; 11;
Igreja Nova; AL; 438.169,57; 2005; 11;
Inhapi; AL; 460.114,01; 2005; 11;
Jacaré dos Homens; AL; 230.057,03; 2005; 11;
Jacuípe; AL; 229.517,42; 2005; 11;
Japaratinga; AL; 230.057,03; 2005; 11;
Jaramataia; AL; 229.517,42; 2005; 11;
Jequiá da Praia; AL; 306.742,78; 2005; 11;
Joaquim Gomes; AL; 438.169,57; 2005; 11;
Jundiá; AL; 250.382,65; 2005; 11;
Junqueiro; AL; 536.799,65; 2005; 11;
Lagoa da Canoa; AL; 460.114,01; 2005; 11;
Limoeiro de Anadia; AL; 536.799,65; 2005; 11;
Maceió; AL; 12.154.110,29; 2005; 11;
Major Izidoro; AL; 460.114,01; 2005; 11;
Mar Vermelho; AL; 230.057,03; 2005; 11;
Maragogi; AL; 536.799,65; 2005; 11;
Maravilha; AL; 383.428,34; 2005; 11;
Marechal Deodoro; AL; 690.170,98; 2005; 11;
Maribondo; AL; 368.618,86; 2005; 11;
Mata Grande; AL; 507.720,32; 2005; 11;
Matriz de Camaragibe; AL; 536.799,65; 2005; 11;
Messias; AL; 306.742,69; 2005; 11;
Minador do Negrão; AL; 229.517,42; 2005; 11;
Monteirópolis; AL; 230.057,03; 2005; 11;
Murici; AL; 459.034,79; 2005; 11;
Novo Lino; AL; 271.247,86; 2005; 11;
Olho D'Água das Flores; AL; 460.114,01; 2005; 11;
Olho D'Água do Casado; AL; 230.057,03; 2005; 11;
Olho D'Água Grande; AL; 230.057,03; 2005; 11;
Olivença; AL; 306.742,69; 2005; 11;
Ouro Branco; AL; 306.742,69; 2005; 11;
Palestina; AL; 230.057,03; 2005; 11;
Palmeira dos Índios; AL; 876.339,11; 2005; 11;
Pão de Açúcar; AL; 536.799,65; 2005; 11;
Pariconha; AL; 306.742,69; 2005; 11;
Paripueira; AL; 230.057,03; 2005; 11;
Passo de Camaragibe; AL; 319.933,36; 2005; 11;
Paulo Jacinto; AL; 229.517,42; 2005; 11;
Penedo; AL; 843.542,28; 2005; 11;
Piaçabuçu; AL; 368.618,86; 2005; 11;
Pilar; AL; 613.485,33; 2005; 11;
Pindoba; AL; 230.057,03; 2005; 11;
Piranhas; AL; 460.114,01; 2005; 11;
Poço das Trincheiras; AL; 383.428,34; 2005; 11;
Porto Calvo; AL; 536.799,65; 2005; 11;
Porto de Pedras; AL; 306.742,69; 2005; 11;
Porto Real do Colégio; AL; 460.114,01; 2005; 11;
Quebrangulo; AL; 299.068,17; 2005; 11;
Rio Largo; AL; 920.227,97; 2005; 11;
Roteiro; AL; 230.057,03; 2005; 11;
Santa Luzia do Norte; AL; 230.057,03; 2005; 11;
Santana do Ipanema; AL; 766.856,66; 2005; 11;
Santana do Mundaú; AL; 299.068,17; 2005; 11;
São Brás; AL; 230.057,03; 2005; 11;
São José da Laje; AL; 438.169,57; 2005; 11;
São José da Tapera; AL; 507.720,32; 2005; 11;
São Luís do Quitunde; AL; 528.585,50; 2005; 11;
São Miguel dos Campos; AL; 688.552,16; 2005; 11;
São Miguel dos Milagres; AL; 229.517,42; 2005; 11;
São Sebastião; AL; 613.485,33; 2005; 11;
Satuba; AL; 383.428,34; 2005; 11;
Senador Rui Palmeira; AL; 306.742,69; 2005; 11;
Tanque D'Arca; AL; 230.057,03; 2005; 11;
Taquarana; AL; 460.114,01; 2005; 11;
Teotônio Vilela; AL; 690.170,98; 2005; 11;
Traipu; AL; 536.799,65; 2005; 11;
União dos Palmares; AL; 785.923,18; 2005; 11;
Viçosa; AL; 507.720,32; 2005; 11;
Água Branca; AL; 645.458,66; 2005; 12;
Anadia; AL; 644.669,78; 2005; 12;
Arapiraca; AL; 4.072.015,69; 2005; 12;
Atalaia; AL; 937.990,37; 2005; 12;
Barra de Santo Antônio; AL; 450.437,53; 2005; 12;
Barra de São Miguel; AL; 322.334,93; 2005; 12;
Batalha; AL; 537.224,85; 2005; 12;
Belém; AL; 322.334,93; 2005; 12;
Belo Monte; AL; 322.334,93; 2005; 12;
Boca da Mata; AL; 752.114,70; 2005; 12;
Branquinha; AL; 429.779,87; 2005; 12;
Cacimbinhas; AL; 322.729,38; 2005; 12;
Cajueiro; AL; 644.669,78; 2005; 12;
Campestre; AL; 322.334,93; 2005; 12;
Campo Alegre; AL; 967.004,59; 2005; 12;
Campo Grande; AL; 322.729,38; 2005; 12;
Canapi; AL; 549.135,22; 2005; 12;
Capela; AL; 644.669,78; 2005; 12;
Carneiros; AL; 322.334,93; 2005; 12;
Chã Preta; AL; 322.729,38; 2005; 12;
Coité do Nóia; AL; 429.779,87; 2005; 12;
Colônia Leopoldina; AL; 615.261,08; 2005; 12;
Coqueiro Seco; AL; 322.334,93; 2005; 12;
Coruripe; AL; 1.005.303,38; 2005; 12;
Craíbas; AL; 644.669,78; 2005; 12;
Delmiro Gouveia; AL; 907.792,80; 2005; 12;
Dois Riachos; AL; 429.779,87; 2005; 12;
Estrela de Alagoas; AL; 537.224,85; 2005; 12;
Feira Grande; AL; 615.261,08; 2005; 12;
Feliz Deserto; AL; 322.334,93; 2005; 12;
Flexeiras; AL; 450.437,53; 2005; 12;
Girau do Ponciano; AL; 712.771,67; 2005; 12;
Ibateguara; AL; 537.224,85; 2005; 12;
Igaci; AL; 712.771,67; 2005; 12;
Igreja Nova; AL; 615.261,08; 2005; 12;
Inhapi; AL; 644.669,78; 2005; 12;
Jacaré dos Homens; AL; 322.334,93; 2005; 12;
Jacuípe; AL; 322.729,38; 2005; 12;
Japaratinga; AL; 322.334,93; 2005; 12;
Jaramataia; AL; 322.729,38; 2005; 12;
Jequiá da Praia; AL; 429.780,01; 2005; 12;
Joaquim Gomes; AL; 615.261,08; 2005; 12;
Jundiá; AL; 352.926,93; 2005; 12;
Junqueiro; AL; 752.114,70; 2005; 12;
Lagoa da Canoa; AL; 644.669,78; 2005; 12;
Limoeiro de Anadia; AL; 752.114,70; 2005; 12;
Maceió; AL; 17.006.161,16; 2005; 12;
Major Izidoro; AL; 644.669,78; 2005; 12;
Mar Vermelho; AL; 322.334,93; 2005; 12;
Maragogi; AL; 743.515,59; 2005; 12;
Maravilha; AL; 537.224,85; 2005; 12;
Marechal Deodoro; AL; 967.004,59; 2005; 12;
Maribondo; AL; 517.750,53; 2005; 12;
Mata Grande; AL; 712.771,67; 2005; 12;
Matriz de Camaragibe; AL; 752.114,70; 2005; 12;
Messias; AL; 429.779,87; 2005; 12;
Minador do Negrão; AL; 322.729,38; 2005; 12;
Monteirópolis; AL; 322.334,93; 2005; 12;
Murici; AL; 646.645,79; 2005; 12;
Novo Lino; AL; 383.124,48; 2005; 12;
Olho D'Água das Flores; AL; 644.669,78; 2005; 12;
Olho D'Água do Casado; AL; 322.334,93; 2005; 12;
Olho D'Água Grande; AL; 322.334,93; 2005; 12;
Olivença; AL; 429.779,87; 2005; 12;
Ouro Branco; AL; 429.779,87; 2005; 12;
Palestina; AL; 322.334,93; 2005; 12;
Palmeira dos Índios; AL; 1.230.522,07; 2005; 12;
Pão de Açúcar; AL; 752.114,70; 2005; 12;
Pariconha; AL; 429.779,87; 2005; 12;
Paripueira; AL; 322.334,93; 2005; 12;
Passo de Camaragibe; AL; 454.441,90; 2005; 12;
Paulo Jacinto; AL; 322.729,38; 2005; 12;
Penedo; AL; 1.181.894,50; 2005; 12;
Piaçabuçu; AL; 517.750,53; 2005; 12;
Pilar; AL; 859.559,67; 2005; 12;
Pindoba; AL; 322.334,93; 2005; 12;
Piranhas; AL; 644.669,78; 2005; 12;
Poço das Trincheiras; AL; 537.224,85; 2005; 12;
Porto Calvo; AL; 752.114,70; 2005; 12;
Porto de Pedras; AL; 429.779,87; 2005; 12;
Porto Real do Colégio; AL; 644.669,78; 2005; 12;
Quebrangulo; AL; 420.239,95; 2005; 12;
Rio Largo; AL; 1.289.339,44; 2005; 12;
Roteiro; AL; 322.334,93; 2005; 12;
Santa Luzia do Norte; AL; 322.334,93; 2005; 12;
Santana do Ipanema; AL; 1.063.881,29; 2005; 12;
Santana do Mundaú; AL; 420.239,95; 2005; 12;
São Brás; AL; 322.334,93; 2005; 12;
São José da Laje; AL; 615.261,08; 2005; 12;
São José da Tapera; AL; 712.771,67; 2005; 12;
São Luís do Quitunde; AL; 742.969,23; 2005; 12;
São Miguel dos Campos; AL; 968.187,92; 2005; 12;
São Miguel dos Milagres; AL; 322.729,38; 2005; 12;
São Sebastião; AL; 850.304,17; 2005; 12;
Satuba; AL; 535.067,11; 2005; 12;
Senador Rui Palmeira; AL; 429.779,87; 2005; 12;
Tanque D'Arca; AL; 322.334,93; 2005; 12;
Taquarana; AL; 644.669,78; 2005; 12;
Teotônio Vilela; AL; 967.004,59; 2005; 12;
Traipu; AL; 752.114,70; 2005; 12;
União dos Palmares; AL; 1.102.813,94; 2005; 12;
Viçosa; AL; 712.771,67; 2005; 12;
Água Branca; AL; 511.431,21; 2006; 01;
Anadia; AL; 532.114,06; 2006; 01;
Arapiraca; AL; 3.086.301,42; 2006; 01;
Atalaia; AL; 751.164,57; 2006; 01;
Barra de Santo Antônio; AL; 415.537,88; 2006; 01;
Barra de São Miguel; AL; 266.057,05; 2006; 01;
Batalha; AL; 443.428,39; 2006; 01;
Belém; AL; 266.057,05; 2006; 01;
Belo Monte; AL; 266.057,05; 2006; 01;
Boca da Mata; AL; 620.799,73; 2006; 01;
Branquinha; AL; 354.742,72; 2006; 01;
Cacimbinhas; AL; 255.715,62; 2006; 01;
Cajueiro; AL; 532.114,06; 2006; 01;
Campestre; AL; 266.057,05; 2006; 01;
Campo Alegre; AL; 798.171,07; 2006; 01;
Campo Grande; AL; 255.715,62; 2006; 01;
Canapi; AL; 431.520,10; 2006; 01;
Capela; AL; 532.114,06; 2006; 01;
Carneiros; AL; 266.057,05; 2006; 01;
Chã Preta; AL; 255.715,62; 2006; 01;
Coité do Nóia; AL; 354.742,72; 2006; 01;
Colônia Leopoldina; AL; 495.448,99; 2006; 01;
Coqueiro Seco; AL; 266.057,05; 2006; 01;
Coruripe; AL; 815.093,46; 2006; 01;
Craíbas; AL; 532.114,06; 2006; 01;
Delmiro Gouveia; AL; 735.182,34; 2006; 01;
Dois Riachos; AL; 354.742,72; 2006; 01;
Estrela de Alagoas; AL; 443.428,39; 2006; 01;
Feira Grande; AL; 495.448,99; 2006; 01;
Feliz Deserto; AL; 266.057,05; 2006; 01;
Flexeiras; AL; 351.608,99; 2006; 01;
Girau do Ponciano; AL; 709.485,40; 2006; 01;
Ibateguara; AL; 443.428,39; 2006; 01;
Igaci; AL; 575.360,12; 2006; 01;
Igreja Nova; AL; 495.448,99; 2006; 01;
Inhapi; AL; 532.114,06; 2006; 01;
Jacaré dos Homens; AL; 266.057,05; 2006; 01;
Jacuípe; AL; 255.715,62; 2006; 01;
Japaratinga; AL; 266.057,05; 2006; 01;
Jaramataia; AL; 255.715,62; 2006; 01;
Jequiá da Praia; AL; 354.742,62; 2006; 01;
Joaquim Gomes; AL; 495.448,99; 2006; 01;
Jundiá; AL; 271.697,87; 2006; 01;
Junqueiro; AL; 620.799,73; 2006; 01;
Lagoa da Canoa; AL; 532.114,06; 2006; 01;
Limoeiro de Anadia; AL; 620.799,73; 2006; 01;
Maceió; AL; 14.711.656,49; 2006; 01;
Major Izidoro; AL; 532.114,06; 2006; 01;
Mar Vermelho; AL; 266.057,05; 2006; 01;
Maragogi; AL; 620.799,73; 2006; 01;
Maravilha; AL; 443.428,39; 2006; 01;
Marechal Deodoro; AL; 798.171,07; 2006; 01;
Maribondo; AL; 415.537,88; 2006; 01;
Mata Grande; AL; 575.360,12; 2006; 01;
Matriz de Camaragibe; AL; 620.799,73; 2006; 01;
Messias; AL; 354.742,72; 2006; 01;
Minador do Negrão; AL; 255.715,62; 2006; 01;
Monteirópolis; AL; 266.057,05; 2006; 01;
Murici; AL; 511.431,21; 2006; 01;
Novo Lino; AL; 287.680,07; 2006; 01;
Olho D'Água das Flores; AL; 532.114,06; 2006; 01;
Olho D'Água do Casado; AL; 266.057,05; 2006; 01;
Olho D'Água Grande; AL; 266.057,05; 2006; 01;
Olivença; AL; 354.742,72; 2006; 01;
Ouro Branco; AL; 354.742,72; 2006; 01;
Palestina; AL; 266.057,05; 2006; 01;
Palmeira dos Índios; AL; 990.897,93; 2006; 01;
Pão de Açúcar; AL; 620.799,73; 2006; 01;
Pariconha; AL; 354.742,72; 2006; 01;
Paripueira; AL; 266.057,05; 2006; 01;
Passo de Camaragibe; AL; 351.608,99; 2006; 01;
Paulo Jacinto; AL; 255.715,62; 2006; 01;
Penedo; AL; 975.542,41; 2006; 01;
Piaçabuçu; AL; 415.537,88; 2006; 01;
Pilar; AL; 709.485,40; 2006; 01;
Pindoba; AL; 266.057,05; 2006; 01;
Piranhas; AL; 532.114,06; 2006; 01;
Poço das Trincheiras; AL; 443.428,39; 2006; 01;
Porto Calvo; AL; 620.799,73; 2006; 01;
Porto de Pedras; AL; 354.742,72; 2006; 01;
Porto Real do Colégio; AL; 532.114,06; 2006; 01;
Quebrangulo; AL; 335.626,75; 2006; 01;
Rio Largo; AL; 1.064.228,07; 2006; 01;
Roteiro; AL; 266.057,05; 2006; 01;
Santa Luzia do Norte; AL; 266.057,05; 2006; 01;
Santana do Ipanema; AL; 886.856,75; 2006; 01;
Santana do Mundaú; AL; 335.626,75; 2006; 01;
São Brás; AL; 266.057,05; 2006; 01;
São José da Laje; AL; 495.448,99; 2006; 01;
São José da Tapera; AL; 575.360,12; 2006; 01;
São Luís do Quitunde; AL; 591.342,34; 2006; 01;
São Miguel dos Campos; AL; 767.146,79; 2006; 01;
São Miguel dos Milagres; AL; 255.715,62; 2006; 01;
São Sebastião; AL; 709.485,40; 2006; 01;
Satuba; AL; 443.428,39; 2006; 01;
Senador Rui Palmeira; AL; 443.428,39; 2006; 01;
Tanque D'Arca; AL; 266.057,05; 2006; 01;
Taquarana; AL; 532.114,06; 2006; 01;
Teotônio Vilela; AL; 798.171,07; 2006; 01;
Traipu; AL; 620.799,73; 2006; 01;
União dos Palmares; AL; 895.004,58; 2006; 01;
Viçosa; AL; 575.360,12; 2006; 01;
Água Branca; AL; 439.869,82; 2006; 02;
Anadia; AL; 457.658,59; 2006; 02;
Arapiraca; AL; 2.654.454,22; 2006; 02;
Atalaia; AL; 646.058,74; 2006; 02;
Barra de Santo Antônio; AL; 357.394,21; 2006; 02;
Barra de São Miguel; AL; 228.829,33; 2006; 02;
Batalha; AL; 381.382,19; 2006; 02;
Belém; AL; 228.829,33; 2006; 02;
Belo Monte; AL; 228.829,33; 2006; 02;
Boca da Mata; AL; 533.935,03; 2006; 02;
Branquinha; AL; 305.105,76; 2006; 02;
Cacimbinhas; AL; 219.934,92; 2006; 02;
Cajueiro; AL; 457.658,59; 2006; 02;
Campestre; AL; 228.829,33; 2006; 02;
Campo Alegre; AL; 686.487,88; 2006; 02;
Campo Grande; AL; 219.934,92; 2006; 02;
Canapi; AL; 371.140,15; 2006; 02;
Capela; AL; 457.658,59; 2006; 02;
Carneiros; AL; 228.829,33; 2006; 02;
Chã Preta; AL; 219.934,92; 2006; 02;
Coité do Nóia; AL; 305.105,76; 2006; 02;
Colônia Leopoldina; AL; 426.123,86; 2006; 02;
Coqueiro Seco; AL; 228.829,33; 2006; 02;
Coruripe; AL; 701.042,44; 2006; 02;
Craíbas; AL; 457.658,59; 2006; 02;
Delmiro Gouveia; AL; 632.312,81; 2006; 02;
Dois Riachos; AL; 305.105,76; 2006; 02;
Estrela de Alagoas; AL; 381.382,19; 2006; 02;
Feira Grande; AL; 426.123,86; 2006; 02;
Feliz Deserto; AL; 228.829,33; 2006; 02;
Flexeiras; AL; 302.410,50; 2006; 02;
Girau do Ponciano; AL; 610.211,47; 2006; 02;
Ibateguara; AL; 381.382,19; 2006; 02;
Igaci; AL; 494.853,52; 2006; 02;
Igreja Nova; AL; 426.123,86; 2006; 02;
Inhapi; AL; 457.658,59; 2006; 02;
Jacaré dos Homens; AL; 228.829,33; 2006; 02;
Jacuípe; AL; 219.934,92; 2006; 02;
Japaratinga; AL; 228.829,33; 2006; 02;
Jaramataia; AL; 219.934,92; 2006; 02;
Jequiá da Praia; AL; 305.105,83; 2006; 02;
Joaquim Gomes; AL; 426.123,86; 2006; 02;
Jundiá; AL; 233.680,88; 2006; 02;
Junqueiro; AL; 533.935,03; 2006; 02;
Lagoa da Canoa; AL; 457.658,59; 2006; 02;
Limoeiro de Anadia; AL; 533.935,03; 2006; 02;
Maceió; AL; 12.653.144,77; 2006; 02;
Major Izidoro; AL; 457.658,59; 2006; 02;
Mar Vermelho; AL; 228.829,33; 2006; 02;
Maragogi; AL; 533.935,03; 2006; 02;
Maravilha; AL; 381.382,19; 2006; 02;
Marechal Deodoro; AL; 686.487,88; 2006; 02;
Maribondo; AL; 357.394,21; 2006; 02;
Mata Grande; AL; 494.853,52; 2006; 02;
Matriz de Camaragibe; AL; 533.935,03; 2006; 02;
Messias; AL; 305.105,76; 2006; 02;
Minador do Negrão; AL; 219.934,92; 2006; 02;
Monteirópolis; AL; 228.829,33; 2006; 02;
Murici; AL; 439.869,82; 2006; 02;
Novo Lino; AL; 247.426,74; 2006; 02;
Olho D'Água das Flores; AL; 457.658,59; 2006; 02;
Olho D'Água do Casado; AL; 228.829,33; 2006; 02;
Olho D'Água Grande; AL; 228.829,33; 2006; 02;
Olivença; AL; 305.105,76; 2006; 02;
Ouro Branco; AL; 305.105,76; 2006; 02;
Palestina; AL; 228.829,33; 2006; 02;
Palmeira dos Índios; AL; 852.247,67; 2006; 02;
Pão de Açúcar; AL; 533.935,03; 2006; 02;
Pariconha; AL; 305.105,76; 2006; 02;
Paripueira; AL; 228.829,33; 2006; 02;
Passo de Camaragibe; AL; 302.410,50; 2006; 02;
Paulo Jacinto; AL; 219.934,92; 2006; 02;
Penedo; AL; 839.040,75; 2006; 02;
Piaçabuçu; AL; 357.394,21; 2006; 02;
Pilar; AL; 610.211,47; 2006; 02;
Pindoba; AL; 228.829,33; 2006; 02;
Piranhas; AL; 457.658,59; 2006; 02;
Poço das Trincheiras; AL; 381.382,19; 2006; 02;
Porto Calvo; AL; 533.935,03; 2006; 02;
Porto de Pedras; AL; 305.105,76; 2006; 02;
Porto Real do Colégio; AL; 457.658,59; 2006; 02;
Quebrangulo; AL; 288.664,58; 2006; 02;
Rio Largo; AL; 915.317,18; 2006; 02;
Roteiro; AL; 228.829,33; 2006; 02;
Santa Luzia do Norte; AL; 228.829,33; 2006; 02;
Santana do Ipanema; AL; 762.764,33; 2006; 02;
Santana do Mundaú; AL; 288.664,58; 2006; 02;
São Brás; AL; 228.829,33; 2006; 02;
São José da Laje; AL; 426.123,86; 2006; 02;
São José da Tapera; AL; 494.853,52; 2006; 02;
São Luís do Quitunde; AL; 508.599,46; 2006; 02;
São Miguel dos Campos; AL; 659.804,66; 2006; 02;
São Miguel dos Milagres; AL; 219.934,92; 2006; 02;
São Sebastião; AL; 610.211,47; 2006; 02;
Satuba; AL; 381.382,19; 2006; 02;
Senador Rui Palmeira; AL; 381.382,19; 2006; 02;
Tanque D'Arca; AL; 228.829,33; 2006; 02;
Taquarana; AL; 457.658,59; 2006; 02;
Teotônio Vilela; AL; 686.487,88; 2006; 02;
Traipu; AL; 533.935,03; 2006; 02;
União dos Palmares; AL; 769.772,11; 2006; 02;
Viçosa; AL; 494.853,52; 2006; 02;
Água Branca; AL; 415.567,48; 2006; 03;
Anadia; AL; 432.373,49; 2006; 03;
Arapiraca; AL; 2.737.205,91; 2006; 03;
Atalaia; AL; 610.364,72; 2006; 03;
Barra de Santo Antônio; AL; 337.648,60; 2006; 03;
Barra de São Miguel; AL; 216.186,75; 2006; 03;
Batalha; AL; 360.311,25; 2006; 03;
Belém; AL; 216.186,75; 2006; 03;
Belo Monte; AL; 216.186,75; 2006; 03;
Boca da Mata; AL; 504.435,74; 2006; 03;
Branquinha; AL; 288.249,00; 2006; 03;
Cacimbinhas; AL; 207.783,76; 2006; 03;
Cajueiro; AL; 432.373,49; 2006; 03;
Campestre; AL; 216.186,75; 2006; 03;
Campo Alegre; AL; 648.560,20; 2006; 03;
Campo Grande; AL; 207.783,76; 2006; 03;
Canapi; AL; 350.635,07; 2006; 03;
Capela; AL; 432.373,49; 2006; 03;
Carneiros; AL; 216.186,75; 2006; 03;
Chã Preta; AL; 207.783,76; 2006; 03;
Coité do Nóia; AL; 288.249,00; 2006; 03;
Colônia Leopoldina; AL; 402.581,00; 2006; 03;
Coqueiro Seco; AL; 216.186,75; 2006; 03;
Coruripe; AL; 662.310,64; 2006; 03;
Craíbas; AL; 432.373,49; 2006; 03;
Delmiro Gouveia; AL; 597.378,24; 2006; 03;
Dois Riachos; AL; 288.249,00; 2006; 03;
Estrela de Alagoas; AL; 360.311,25; 2006; 03;
Feira Grande; AL; 402.581,00; 2006; 03;
Feliz Deserto; AL; 216.186,75; 2006; 03;
