Município; Estado; FPM; Ano; Mês;
Piranhas; AL; 425.920,54; 2005; 04;
Poço das Trincheiras; AL; 354.933,79; 2005; 04;
Porto Calvo; AL; 496.907,28; 2005; 04;
Porto de Pedras; AL; 283.947,01; 2005; 04;
Porto Real do Colégio; AL; 425.920,54; 2005; 04;
Quebrangulo; AL; 276.842,81; 2005; 04;
Rio Largo; AL; 851.841,02; 2005; 04;
Roteiro; AL; 212.960,29; 2005; 04;
Santa Luzia do Norte; AL; 212.960,29; 2005; 04;
Santana do Ipanema; AL; 709.867,56; 2005; 04;
Santana do Mundaú; AL; 276.842,81; 2005; 04;
São Brás; AL; 212.960,29; 2005; 04;
São José da Laje; AL; 405.606,93; 2005; 04;
São José da Tapera; AL; 469.988,97; 2005; 04;
São Luís do Quitunde; AL; 489.303,59; 2005; 04;
São Miguel dos Campos; AL; 637.382,26; 2005; 04;
São Miguel dos Milagres; AL; 212.460,79; 2005; 04;
São Sebastião; AL; 567.894,03; 2005; 04;
Satuba; AL; 354.933,79; 2005; 04;
Senador Rui Palmeira; AL; 283.947,01; 2005; 04;
Tanque D'Arca; AL; 212.960,29; 2005; 04;
Taquarana; AL; 425.920,54; 2005; 04;
Teotônio Vilela; AL; 638.880,79; 2005; 04;
Traipu; AL; 496.907,28; 2005; 04;
União dos Palmares; AL; 727.517,13; 2005; 04;
Viçosa; AL; 469.988,97; 2005; 04;
Água Branca; AL; 479.619,70; 2005; 05;
Anadia; AL; 480.747,30; 2005; 05;
Arapiraca; AL; 3.031.836,96; 2005; 05;
Atalaia; AL; 697.628,62; 2005; 05;
Barra de Santo Antônio; AL; 334.280,42; 2005; 05;
Barra de São Miguel; AL; 240.373,68; 2005; 05;
Batalha; AL; 400.622,77; 2005; 05;
Belém; AL; 240.373,68; 2005; 05;
Belo Monte; AL; 240.373,68; 2005; 05;
Boca da Mata; AL; 560.871,87; 2005; 05;
Branquinha; AL; 320.498,22; 2005; 05;
Cacimbinhas; AL; 239.809,89; 2005; 05;
Cajueiro; AL; 480.747,30; 2005; 05;
Campestre; AL; 240.373,68; 2005; 05;
Campo Alegre; AL; 721.120,93; 2005; 05;
Campo Grande; AL; 239.809,89; 2005; 05;
Canapi; AL; 406.950,07; 2005; 05;
Capela; AL; 480.747,30; 2005; 05;
Carneiros; AL; 240.373,68; 2005; 05;
Chã Preta; AL; 239.809,89; 2005; 05;
Coité do Nóia; AL; 320.498,22; 2005; 05;
Colônia Leopoldina; AL; 457.818,82; 2005; 05;
Coqueiro Seco; AL; 240.373,68; 2005; 05;
Coruripe; AL; 748.497,39; 2005; 05;
Craíbas; AL; 480.747,30; 2005; 05;
Delmiro Gouveia; AL; 675.827,74; 2005; 05;
Dois Riachos; AL; 320.498,22; 2005; 05;
Estrela de Alagoas; AL; 400.622,77; 2005; 05;
Feira Grande; AL; 457.818,82; 2005; 05;
Feliz Deserto; AL; 240.373,68; 2005; 05;
Flexeiras; AL; 334.280,42; 2005; 05;
Girau do Ponciano; AL; 530.488,47; 2005; 05;
Ibateguara; AL; 400.622,77; 2005; 05;
Igaci; AL; 530.488,47; 2005; 05;
Igreja Nova; AL; 457.818,82; 2005; 05;
Inhapi; AL; 480.747,30; 2005; 05;
Jacaré dos Homens; AL; 240.373,68; 2005; 05;
Jacuípe; AL; 239.809,89; 2005; 05;
Japaratinga; AL; 240.373,68; 2005; 05;
Jaramataia; AL; 239.809,89; 2005; 05;
Jequiá da Praia; AL; 320.498,13; 2005; 05;
Joaquim Gomes; AL; 457.818,82; 2005; 05;
Jundiá; AL; 261.610,77; 2005; 05;
Junqueiro; AL; 560.871,87; 2005; 05;
Lagoa da Canoa; AL; 480.747,30; 2005; 05;
Limoeiro de Anadia; AL; 560.871,87; 2005; 05;
Maceió; AL; 12.699.147,99; 2005; 05;
Major Izidoro; AL; 480.747,30; 2005; 05;
Mar Vermelho; AL; 240.373,68; 2005; 05;
Maragogi; AL; 560.871,87; 2005; 05;
Maravilha; AL; 400.622,77; 2005; 05;
Marechal Deodoro; AL; 721.120,93; 2005; 05;
Maribondo; AL; 385.149,17; 2005; 05;
Mata Grande; AL; 530.488,47; 2005; 05;
Matriz de Camaragibe; AL; 560.871,87; 2005; 05;
Messias; AL; 320.498,22; 2005; 05;
Minador do Negrão; AL; 239.809,89; 2005; 05;
Monteirópolis; AL; 240.373,68; 2005; 05;
Murici; AL; 479.619,70; 2005; 05;
Novo Lino; AL; 283.411,66; 2005; 05;
Olho D'Água das Flores; AL; 480.747,30; 2005; 05;
Olho D'Água do Casado; AL; 240.373,68; 2005; 05;
Olho D'Água Grande; AL; 240.373,68; 2005; 05;
Olivença; AL; 320.498,22; 2005; 05;
Ouro Branco; AL; 320.498,22; 2005; 05;
Palestina; AL; 240.373,68; 2005; 05;
Palmeira dos Índios; AL; 915.637,56; 2005; 05;
Pão de Açúcar; AL; 560.871,87; 2005; 05;
Pariconha; AL; 320.498,22; 2005; 05;
Paripueira; AL; 240.373,68; 2005; 05;
Passo de Camaragibe; AL; 334.280,42; 2005; 05;
Paulo Jacinto; AL; 239.809,89; 2005; 05;
Penedo; AL; 881.370,01; 2005; 05;
Piaçabuçu; AL; 385.149,17; 2005; 05;
Pilar; AL; 640.996,38; 2005; 05;
Pindoba; AL; 240.373,68; 2005; 05;
Piranhas; AL; 480.747,30; 2005; 05;
Poço das Trincheiras; AL; 400.622,77; 2005; 05;
Porto Calvo; AL; 560.871,87; 2005; 05;
Porto de Pedras; AL; 320.498,22; 2005; 05;
Porto Real do Colégio; AL; 480.747,30; 2005; 05;
Quebrangulo; AL; 312.479,53; 2005; 05;
Rio Largo; AL; 961.494,58; 2005; 05;
Roteiro; AL; 240.373,68; 2005; 05;
Santa Luzia do Norte; AL; 240.373,68; 2005; 05;
Santana do Ipanema; AL; 801.245,48; 2005; 05;
Santana do Mundaú; AL; 312.479,53; 2005; 05;
São Brás; AL; 240.373,68; 2005; 05;
São José da Laje; AL; 457.818,82; 2005; 05;
São José da Tapera; AL; 530.488,47; 2005; 05;
São Luís do Quitunde; AL; 552.289,34; 2005; 05;
São Miguel dos Campos; AL; 719.429,54; 2005; 05;
São Miguel dos Milagres; AL; 239.809,89; 2005; 05;
São Sebastião; AL; 640.996,38; 2005; 05;
Satuba; AL; 400.622,77; 2005; 05;
Senador Rui Palmeira; AL; 320.498,22; 2005; 05;
Tanque D'Arca; AL; 240.373,68; 2005; 05;
Taquarana; AL; 480.747,30; 2005; 05;
Teotônio Vilela; AL; 721.120,93; 2005; 05;
Traipu; AL; 560.871,87; 2005; 05;
União dos Palmares; AL; 821.167,05; 2005; 05;
Viçosa; AL; 530.488,47; 2005; 05;
Água Branca; AL; 464.674,99; 2005; 06;
Anadia; AL; 465.767,43; 2005; 06;
Arapiraca; AL; 2.937.366,24; 2005; 06;
Atalaia; AL; 675.890,83; 2005; 06;
Barra de Santo Antônio; AL; 323.864,39; 2005; 06;
Barra de São Miguel; AL; 232.883,73; 2005; 06;
Batalha; AL; 388.139,52; 2005; 06;
Belém; AL; 232.883,73; 2005; 06;
Belo Monte; AL; 232.883,73; 2005; 06;
Boca da Mata; AL; 543.395,34; 2005; 06;
Branquinha; AL; 310.511,62; 2005; 06;
Cacimbinhas; AL; 232.337,52; 2005; 06;
Cajueiro; AL; 465.767,43; 2005; 06;
Campestre; AL; 232.883,73; 2005; 06;
Campo Alegre; AL; 698.651,13; 2005; 06;
Campo Grande; AL; 232.337,52; 2005; 06;
Canapi; AL; 394.269,69; 2005; 06;
Capela; AL; 465.767,43; 2005; 06;
Carneiros; AL; 232.883,73; 2005; 06;
Chã Preta; AL; 232.337,52; 2005; 06;
Coité do Nóia; AL; 310.511,62; 2005; 06;
Colônia Leopoldina; AL; 443.553,40; 2005; 06;
Coqueiro Seco; AL; 232.883,73; 2005; 06;
Coruripe; AL; 725.174,53; 2005; 06;
Craíbas; AL; 465.767,43; 2005; 06;
Delmiro Gouveia; AL; 654.769,26; 2005; 06;
Dois Riachos; AL; 310.511,62; 2005; 06;
Estrela de Alagoas; AL; 388.139,52; 2005; 06;
Feira Grande; AL; 443.553,40; 2005; 06;
Feliz Deserto; AL; 232.883,73; 2005; 06;
Flexeiras; AL; 323.864,39; 2005; 06;
Girau do Ponciano; AL; 513.958,68; 2005; 06;
Ibateguara; AL; 388.139,52; 2005; 06;
Igaci; AL; 513.958,68; 2005; 06;
Igreja Nova; AL; 443.553,40; 2005; 06;
Inhapi; AL; 465.767,43; 2005; 06;
Jacaré dos Homens; AL; 232.883,73; 2005; 06;
Jacuípe; AL; 232.337,52; 2005; 06;
Japaratinga; AL; 232.883,73; 2005; 06;
Jaramataia; AL; 232.337,52; 2005; 06;
Jequiá da Praia; AL; 310.511,39; 2005; 06;
Joaquim Gomes; AL; 443.553,40; 2005; 06;
Jundiá; AL; 253.459,11; 2005; 06;
Junqueiro; AL; 543.395,34; 2005; 06;
Lagoa da Canoa; AL; 465.767,43; 2005; 06;
Limoeiro de Anadia; AL; 543.395,34; 2005; 06;
Maceió; AL; 12.303.447,98; 2005; 06;
Major Izidoro; AL; 465.767,43; 2005; 06;
Mar Vermelho; AL; 232.883,73; 2005; 06;
Maragogi; AL; 543.395,34; 2005; 06;
Maravilha; AL; 388.139,52; 2005; 06;
Marechal Deodoro; AL; 698.651,13; 2005; 06;
Maribondo; AL; 373.148,10; 2005; 06;
Mata Grande; AL; 513.958,68; 2005; 06;
Matriz de Camaragibe; AL; 543.395,34; 2005; 06;
Messias; AL; 310.511,62; 2005; 06;
Minador do Negrão; AL; 232.337,52; 2005; 06;
Monteirópolis; AL; 232.883,73; 2005; 06;
Murici; AL; 464.674,99; 2005; 06;
Novo Lino; AL; 274.580,69; 2005; 06;
Olho D'Água das Flores; AL; 465.767,43; 2005; 06;
Olho D'Água do Casado; AL; 232.883,73; 2005; 06;
Olho D'Água Grande; AL; 232.883,73; 2005; 06;
Olivença; AL; 310.511,62; 2005; 06;
Ouro Branco; AL; 310.511,62; 2005; 06;
Palestina; AL; 232.883,73; 2005; 06;
Palmeira dos Índios; AL; 887.106,70; 2005; 06;
Pão de Açúcar; AL; 543.395,34; 2005; 06;
Pariconha; AL; 310.511,62; 2005; 06;
Paripueira; AL; 232.883,73; 2005; 06;
Passo de Camaragibe; AL; 323.864,39; 2005; 06;
Paulo Jacinto; AL; 232.337,52; 2005; 06;
Penedo; AL; 853.906,89; 2005; 06;
Piaçabuçu; AL; 373.148,10; 2005; 06;
Pilar; AL; 621.023,21; 2005; 06;
Pindoba; AL; 232.883,73; 2005; 06;
Piranhas; AL; 465.767,43; 2005; 06;
Poço das Trincheiras; AL; 388.139,52; 2005; 06;
Porto Calvo; AL; 543.395,34; 2005; 06;
Porto de Pedras; AL; 310.511,62; 2005; 06;
Porto Real do Colégio; AL; 465.767,43; 2005; 06;
Quebrangulo; AL; 302.742,82; 2005; 06;
Rio Largo; AL; 931.534,83; 2005; 06;
Roteiro; AL; 232.883,73; 2005; 06;
Santa Luzia do Norte; AL; 232.883,73; 2005; 06;
Santana do Ipanema; AL; 776.279,00; 2005; 06;
Santana do Mundaú; AL; 302.742,82; 2005; 06;
São Brás; AL; 232.883,73; 2005; 06;
São José da Laje; AL; 443.553,40; 2005; 06;
São José da Tapera; AL; 513.958,68; 2005; 06;
São Luís do Quitunde; AL; 535.080,27; 2005; 06;
São Miguel dos Campos; AL; 697.012,42; 2005; 06;
São Miguel dos Milagres; AL; 232.337,52; 2005; 06;
São Sebastião; AL; 621.023,21; 2005; 06;
Satuba; AL; 388.139,52; 2005; 06;
Senador Rui Palmeira; AL; 310.511,62; 2005; 06;
Tanque D'Arca; AL; 232.883,73; 2005; 06;
Taquarana; AL; 465.767,43; 2005; 06;
Teotônio Vilela; AL; 698.651,13; 2005; 06;
Traipu; AL; 543.395,34; 2005; 06;
União dos Palmares; AL; 795.579,84; 2005; 06;
Viçosa; AL; 513.958,68; 2005; 06;
Água Branca; AL; 381.574,57; 2005; 07;
Anadia; AL; 382.471,66; 2005; 07;
Arapiraca; AL; 2.412.060,85; 2005; 07;
Atalaia; AL; 555.017,53; 2005; 07;
Barra de Santo Antônio; AL; 265.945,94; 2005; 07;
Barra de São Miguel; AL; 191.235,86; 2005; 07;
Batalha; AL; 318.726,38; 2005; 07;
Belém; AL; 191.235,86; 2005; 07;
Belo Monte; AL; 191.235,86; 2005; 07;
Boca da Mata; AL; 446.216,94; 2005; 07;
Branquinha; AL; 254.981,12; 2005; 07;
Cacimbinhas; AL; 190.787,31; 2005; 07;
Cajueiro; AL; 382.471,66; 2005; 07;
Campestre; AL; 191.235,86; 2005; 07;
Campo Alegre; AL; 573.707,47; 2005; 07;
Campo Grande; AL; 190.787,31; 2005; 07;
Canapi; AL; 323.760,25; 2005; 07;
Capela; AL; 382.471,66; 2005; 07;
Carneiros; AL; 191.235,86; 2005; 07;
Chã Preta; AL; 190.787,31; 2005; 07;
Coité do Nóia; AL; 254.981,12; 2005; 07;
Colônia Leopoldina; AL; 364.230,28; 2005; 07;
Coqueiro Seco; AL; 191.235,86; 2005; 07;
Coruripe; AL; 595.487,57; 2005; 07;
Craíbas; AL; 382.471,66; 2005; 07;
Delmiro Gouveia; AL; 537.673,24; 2005; 07;
Dois Riachos; AL; 254.981,12; 2005; 07;
Estrela de Alagoas; AL; 318.726,38; 2005; 07;
Feira Grande; AL; 364.230,28; 2005; 07;
Feliz Deserto; AL; 191.235,86; 2005; 07;
Flexeiras; AL; 265.945,94; 2005; 07;
Girau do Ponciano; AL; 422.044,60; 2005; 07;
Ibateguara; AL; 318.726,38; 2005; 07;
Igaci; AL; 422.044,60; 2005; 07;
Igreja Nova; AL; 364.230,28; 2005; 07;
Inhapi; AL; 382.471,66; 2005; 07;
Jacaré dos Homens; AL; 191.235,86; 2005; 07;
Jacuípe; AL; 190.787,31; 2005; 07;
Japaratinga; AL; 191.235,86; 2005; 07;
Jaramataia; AL; 190.787,31; 2005; 07;
Jequiá da Praia; AL; 254.981,35; 2005; 07;
Joaquim Gomes; AL; 364.230,28; 2005; 07;
Jundiá; AL; 208.131,61; 2005; 07;
Junqueiro; AL; 446.216,94; 2005; 07;
Lagoa da Canoa; AL; 382.471,66; 2005; 07;
Limoeiro de Anadia; AL; 446.216,94; 2005; 07;
Maceió; AL; 10.103.154,20; 2005; 07;
Major Izidoro; AL; 382.471,66; 2005; 07;
Mar Vermelho; AL; 191.235,86; 2005; 07;
Maragogi; AL; 446.216,94; 2005; 07;
Maravilha; AL; 318.726,38; 2005; 07;
Marechal Deodoro; AL; 573.707,47; 2005; 07;
Maribondo; AL; 306.415,97; 2005; 07;
Mata Grande; AL; 422.044,60; 2005; 07;
Matriz de Camaragibe; AL; 446.216,94; 2005; 07;
Messias; AL; 254.981,12; 2005; 07;
Minador do Negrão; AL; 190.787,31; 2005; 07;
Monteirópolis; AL; 191.235,86; 2005; 07;
Murici; AL; 381.574,57; 2005; 07;
Novo Lino; AL; 225.475,92; 2005; 07;
Olho D'Água das Flores; AL; 382.471,66; 2005; 07;
Olho D'Água do Casado; AL; 191.235,86; 2005; 07;
Olho D'Água Grande; AL; 191.235,86; 2005; 07;
Olivença; AL; 254.981,12; 2005; 07;
Ouro Branco; AL; 254.981,12; 2005; 07;
Palestina; AL; 191.235,86; 2005; 07;
Palmeira dos Índios; AL; 728.460,51; 2005; 07;
Pão de Açúcar; AL; 446.216,94; 2005; 07;
Pariconha; AL; 254.981,12; 2005; 07;
Paripueira; AL; 191.235,86; 2005; 07;
Passo de Camaragibe; AL; 265.945,94; 2005; 07;
Paulo Jacinto; AL; 190.787,31; 2005; 07;
Penedo; AL; 701.197,99; 2005; 07;
Piaçabuçu; AL; 306.415,97; 2005; 07;
Pilar; AL; 509.962,20; 2005; 07;
Pindoba; AL; 191.235,86; 2005; 07;
Piranhas; AL; 382.471,66; 2005; 07;
Poço das Trincheiras; AL; 318.726,38; 2005; 07;
Porto Calvo; AL; 446.216,94; 2005; 07;
Porto de Pedras; AL; 254.981,12; 2005; 07;
Porto Real do Colégio; AL; 382.471,66; 2005; 07;
Quebrangulo; AL; 248.601,64; 2005; 07;
Rio Largo; AL; 764.943,29; 2005; 07;
Roteiro; AL; 191.235,86; 2005; 07;
Santa Luzia do Norte; AL; 191.235,86; 2005; 07;
Santana do Ipanema; AL; 637.452,74; 2005; 07;
Santana do Mundaú; AL; 248.601,64; 2005; 07;
São Brás; AL; 191.235,86; 2005; 07;
São José da Laje; AL; 364.230,28; 2005; 07;
São José da Tapera; AL; 422.044,60; 2005; 07;
São Luís do Quitunde; AL; 439.388,91; 2005; 07;
São Miguel dos Campos; AL; 572.361,85; 2005; 07;
São Miguel dos Milagres; AL; 190.787,31; 2005; 07;
São Sebastião; AL; 509.962,20; 2005; 07;
Satuba; AL; 318.726,38; 2005; 07;
Senador Rui Palmeira; AL; 254.981,12; 2005; 07;
Tanque D'Arca; AL; 191.235,86; 2005; 07;
Taquarana; AL; 382.471,66; 2005; 07;
Teotônio Vilela; AL; 573.707,47; 2005; 07;
Traipu; AL; 446.216,94; 2005; 07;
União dos Palmares; AL; 653.301,89; 2005; 07;
Viçosa; AL; 422.044,60; 2005; 07;
Água Branca; AL; 392.579,43; 2005; 08;
Anadia; AL; 393.502,40; 2005; 08;
Arapiraca; AL; 2.481.626,15; 2005; 08;
Atalaia; AL; 571.024,60; 2005; 08;
Barra de Santo Antônio; AL; 273.615,98; 2005; 08;
Barra de São Miguel; AL; 196.751,22; 2005; 08;
Batalha; AL; 327.918,68; 2005; 08;
Belém; AL; 196.751,22; 2005; 08;
Belo Monte; AL; 196.751,22; 2005; 08;
Boca da Mata; AL; 459.086,11; 2005; 08;
Branquinha; AL; 262.334,98; 2005; 08;
Cacimbinhas; AL; 196.289,75; 2005; 08;
Cajueiro; AL; 393.502,40; 2005; 08;
Campestre; AL; 196.751,22; 2005; 08;
Campo Alegre; AL; 590.253,58; 2005; 08;
Campo Grande; AL; 196.289,75; 2005; 08;
Canapi; AL; 333.097,71; 2005; 08;
Capela; AL; 393.502,40; 2005; 08;
Carneiros; AL; 196.751,22; 2005; 08;
Chã Preta; AL; 196.289,75; 2005; 08;
Coité do Nóia; AL; 262.334,98; 2005; 08;
Colônia Leopoldina; AL; 374.734,91; 2005; 08;
Coqueiro Seco; AL; 196.751,22; 2005; 08;
Coruripe; AL; 612.661,80; 2005; 08;
Craíbas; AL; 393.502,40; 2005; 08;
Delmiro Gouveia; AL; 553.180,07; 2005; 08;
Dois Riachos; AL; 262.334,98; 2005; 08;
Estrela de Alagoas; AL; 327.918,68; 2005; 08;
Feira Grande; AL; 374.734,91; 2005; 08;
Feliz Deserto; AL; 196.751,22; 2005; 08;
Flexeiras; AL; 273.615,98; 2005; 08;
Girau do Ponciano; AL; 434.216,63; 2005; 08;
Ibateguara; AL; 327.918,68; 2005; 08;
Igaci; AL; 434.216,63; 2005; 08;
Igreja Nova; AL; 374.734,91; 2005; 08;
Inhapi; AL; 393.502,40; 2005; 08;
Jacaré dos Homens; AL; 196.751,22; 2005; 08;
Jacuípe; AL; 196.289,75; 2005; 08;
Japaratinga; AL; 196.751,22; 2005; 08;
Jaramataia; AL; 196.289,75; 2005; 08;
Jequiá da Praia; AL; 262.335,05; 2005; 08;
Joaquim Gomes; AL; 374.734,91; 2005; 08;
Jundiá; AL; 214.134,25; 2005; 08;
Junqueiro; AL; 459.086,11; 2005; 08;
Lagoa da Canoa; AL; 393.502,40; 2005; 08;
Limoeiro de Anadia; AL; 459.086,11; 2005; 08;
Maceió; AL; 10.394.535,87; 2005; 08;
Major Izidoro; AL; 393.502,40; 2005; 08;
Mar Vermelho; AL; 196.751,22; 2005; 08;
Maragogi; AL; 459.086,11; 2005; 08;
Maravilha; AL; 327.918,68; 2005; 08;
Marechal Deodoro; AL; 590.253,58; 2005; 08;
Maribondo; AL; 315.253,18; 2005; 08;
Mata Grande; AL; 434.216,63; 2005; 08;
Matriz de Camaragibe; AL; 459.086,11; 2005; 08;
Messias; AL; 262.334,98; 2005; 08;
Minador do Negrão; AL; 196.289,75; 2005; 08;
Monteirópolis; AL; 196.751,22; 2005; 08;
Murici; AL; 392.579,43; 2005; 08;
Novo Lino; AL; 231.978,78; 2005; 08;
Olho D'Água das Flores; AL; 393.502,40; 2005; 08;
Olho D'Água do Casado; AL; 196.751,22; 2005; 08;
Olho D'Água Grande; AL; 196.751,22; 2005; 08;
Olivença; AL; 262.334,98; 2005; 08;
Ouro Branco; AL; 262.334,98; 2005; 08;
Palestina; AL; 196.751,22; 2005; 08;
Palmeira dos Índios; AL; 749.469,78; 2005; 08;
Pão de Açúcar; AL; 459.086,11; 2005; 08;
Pariconha; AL; 262.334,98; 2005; 08;
Paripueira; AL; 196.751,22; 2005; 08;
Passo de Camaragibe; AL; 273.615,98; 2005; 08;
Paulo Jacinto; AL; 196.289,75; 2005; 08;
Penedo; AL; 721.421,02; 2005; 08;
Piaçabuçu; AL; 315.253,18; 2005; 08;
Pilar; AL; 524.669,87; 2005; 08;
Pindoba; AL; 196.751,22; 2005; 08;
Piranhas; AL; 393.502,40; 2005; 08;
Poço das Trincheiras; AL; 327.918,68; 2005; 08;
Porto Calvo; AL; 459.086,11; 2005; 08;
Porto de Pedras; AL; 262.334,98; 2005; 08;
Porto Real do Colégio; AL; 393.502,40; 2005; 08;
Quebrangulo; AL; 255.771,45; 2005; 08;
Rio Largo; AL; 787.004,77; 2005; 08;
Roteiro; AL; 196.751,22; 2005; 08;
Santa Luzia do Norte; AL; 196.751,22; 2005; 08;
Santana do Ipanema; AL; 655.837,31; 2005; 08;
Santana do Mundaú; AL; 255.771,45; 2005; 08;
São Brás; AL; 196.751,22; 2005; 08;
São José da Laje; AL; 374.734,91; 2005; 08;
São José da Tapera; AL; 434.216,63; 2005; 08;
São Luís do Quitunde; AL; 452.061,16; 2005; 08;
São Miguel dos Campos; AL; 588.869,14; 2005; 08;
São Miguel dos Milagres; AL; 196.289,75; 2005; 08;
São Sebastião; AL; 524.669,87; 2005; 08;
Satuba; AL; 327.918,68; 2005; 08;
Senador Rui Palmeira; AL; 262.334,98; 2005; 08;
Tanque D'Arca; AL; 196.751,22; 2005; 08;
Taquarana; AL; 393.502,40; 2005; 08;
Teotônio Vilela; AL; 590.253,58; 2005; 08;
Traipu; AL; 459.086,11; 2005; 08;
União dos Palmares; AL; 672.143,54; 2005; 08;
Viçosa; AL; 434.216,63; 2005; 08;
Água Branca; AL; 327.925,97; 2005; 09;
Anadia; AL; 328.696,93; 2005; 09;
Arapiraca; AL; 2.072.929,83; 2005; 09;
Atalaia; AL; 476.983,19; 2005; 09;
Barra de Santo Antônio; AL; 228.554,47; 2005; 09;
Barra de São Miguel; AL; 164.348,48; 2005; 09;
Batalha; AL; 273.914,11; 2005; 09;
Belém; AL; 164.348,48; 2005; 09;
Belo Monte; AL; 164.348,48; 2005; 09;
Boca da Mata; AL; 383.479,73; 2005; 09;
Branquinha; AL; 219.131,30; 2005; 09;
Cacimbinhas; AL; 163.963,00; 2005; 09;
Cajueiro; AL; 328.696,93; 2005; 09;
Campestre; AL; 164.348,48; 2005; 09;
Campo Alegre; AL; 493.045,34; 2005; 09;
Campo Grande; AL; 163.963,00; 2005; 09;
Canapi; AL; 278.240,22; 2005; 09;
Capela; AL; 328.696,93; 2005; 09;
Carneiros; AL; 164.348,48; 2005; 09;
Chã Preta; AL; 163.963,00; 2005; 09;
Coité do Nóia; AL; 219.131,30; 2005; 09;
Colônia Leopoldina; AL; 313.020,25; 2005; 09;
Coqueiro Seco; AL; 164.348,48; 2005; 09;
Coruripe; AL; 511.763,21; 2005; 09;
Craíbas; AL; 328.696,93; 2005; 09;
Delmiro Gouveia; AL; 462.077,47; 2005; 09;
Dois Riachos; AL; 219.131,30; 2005; 09;
Estrela de Alagoas; AL; 273.914,11; 2005; 09;
Feira Grande; AL; 313.020,25; 2005; 09;
Feliz Deserto; AL; 164.348,48; 2005; 09;
Flexeiras; AL; 228.554,47; 2005; 09;
Girau do Ponciano; AL; 362.705,98; 2005; 09;
Ibateguara; AL; 273.914,11; 2005; 09;
Igaci; AL; 362.705,98; 2005; 09;
Igreja Nova; AL; 313.020,25; 2005; 09;
Inhapi; AL; 328.696,93; 2005; 09;
Jacaré dos Homens; AL; 164.348,48; 2005; 09;
Jacuípe; AL; 163.963,00; 2005; 09;
Japaratinga; AL; 164.348,48; 2005; 09;
Jaramataia; AL; 163.963,00; 2005; 09;
Jequiá da Praia; AL; 219.131,40; 2005; 09;
Joaquim Gomes; AL; 313.020,25; 2005; 09;
Jundiá; AL; 178.868,74; 2005; 09;
Junqueiro; AL; 383.479,73; 2005; 09;
Lagoa da Canoa; AL; 328.696,93; 2005; 09;
Limoeiro de Anadia; AL; 383.479,73; 2005; 09;
Maceió; AL; 8.682.670,96; 2005; 09;
Major Izidoro; AL; 328.696,93; 2005; 09;
Mar Vermelho; AL; 164.348,48; 2005; 09;
Maragogi; AL; 383.479,73; 2005; 09;
Maravilha; AL; 273.914,11; 2005; 09;
Marechal Deodoro; AL; 493.045,34; 2005; 09;
Maribondo; AL; 263.334,49; 2005; 09;
Mata Grande; AL; 362.705,98; 2005; 09;
Matriz de Camaragibe; AL; 383.479,73; 2005; 09;
Messias; AL; 219.131,30; 2005; 09;
Minador do Negrão; AL; 163.963,00; 2005; 09;
Monteirópolis; AL; 164.348,48; 2005; 09;
Murici; AL; 327.925,97; 2005; 09;
Novo Lino; AL; 193.774,43; 2005; 09;
Olho D'Água das Flores; AL; 328.696,93; 2005; 09;
Olho D'Água do Casado; AL; 164.348,48; 2005; 09;
Olho D'Água Grande; AL; 164.348,48; 2005; 09;
Olivença; AL; 219.131,30; 2005; 09;
Ouro Branco; AL; 219.131,30; 2005; 09;
Palestina; AL; 164.348,48; 2005; 09;
Palmeira dos Índios; AL; 626.040,43; 2005; 09;
Pão de Açúcar; AL; 383.479,73; 2005; 09;
Pariconha; AL; 219.131,30; 2005; 09;
Paripueira; AL; 164.348,48; 2005; 09;
Passo de Camaragibe; AL; 228.554,47; 2005; 09;
Paulo Jacinto; AL; 163.963,00; 2005; 09;
Penedo; AL; 602.610,97; 2005; 09;
Piaçabuçu; AL; 263.334,49; 2005; 09;
Pilar; AL; 438.262,54; 2005; 09;
Pindoba; AL; 164.348,48; 2005; 09;
Piranhas; AL; 328.696,93; 2005; 09;
Poço das Trincheiras; AL; 273.914,11; 2005; 09;
Porto Calvo; AL; 383.479,73; 2005; 09;
Porto de Pedras; AL; 219.131,30; 2005; 09;
Porto Real do Colégio; AL; 328.696,93; 2005; 09;
Quebrangulo; AL; 213.648,76; 2005; 09;
Rio Largo; AL; 657.393,81; 2005; 09;
Roteiro; AL; 164.348,48; 2005; 09;
Santa Luzia do Norte; AL; 164.348,48; 2005; 09;
Santana do Ipanema; AL; 547.828,17; 2005; 09;
Santana do Mundaú; AL; 213.648,76; 2005; 09;
São Brás; AL; 164.348,48; 2005; 09;
São José da Laje; AL; 313.020,25; 2005; 09;
São José da Tapera; AL; 362.705,98; 2005; 09;
São Luís do Quitunde; AL; 377.611,70; 2005; 09;
São Miguel dos Campos; AL; 491.888,90; 2005; 09;
São Miguel dos Milagres; AL; 163.963,00; 2005; 09;
São Sebastião; AL; 438.262,54; 2005; 09;
Satuba; AL; 273.914,11; 2005; 09;
Senador Rui Palmeira; AL; 219.131,30; 2005; 09;
Tanque D'Arca; AL; 164.348,48; 2005; 09;
Taquarana; AL; 328.696,93; 2005; 09;
Teotônio Vilela; AL; 493.045,34; 2005; 09;
Traipu; AL; 383.479,73; 2005; 09;
União dos Palmares; AL; 561.448,95; 2005; 09;
Viçosa; AL; 362.705,98; 2005; 09;
Água Branca; AL; 379.737,39; 2005; 10;
Anadia; AL; 380.630,14; 2005; 10;
